comment,upcount,usr_name,headurl,timepoint
您配吗？,650,韶,http://thirdqq.qlogo.cn/g?b=oidb&k=tVbcIkCLcd0NvazrExIYLA&s=40,4987
继续加油,172,"SWAN SONG,",http://thirdqq.qlogo.cn/g?b=oidb&k=Ms1XRUoKVglZWnibMFsZjFQ&s=40,4986
杨超越从半个月跳好一支舞变成了两天跳好 就是进步,219,达林,http://thirdqq.qlogo.cn/g?b=oidb&k=8Z7tLU4qHLqxlj8eHRsKwQ&s=40,4984
粉丝相信你,595,达林,http://thirdqq.qlogo.cn/g?b=oidb&k=8Z7tLU4qHLqxlj8eHRsKwQ&s=40,5008
孟美岐实至名归,963,山支大哥,,4991
讨厌杨超越的都是女的,715,请你吃🍗,http://thirdqq.qlogo.cn/g?b=oidb&k=jIS864ic5Q0DCcJHicxiabYibg&s=40,5009
你进步在哪里,350,天仁之忍,,4987
你哪里进步了,908,salior mercury,http://thirdqq.qlogo.cn/g?b=oidb&k=h3TianVSaXNP6N1gu4hYeYA&s=40,4989
问题是也没看出来努力在哪来啊，勤奋C位有她？还是能...,192,嗨呀你好萌啊 💓,http://thirdqq.qlogo.cn/g?b=oidb&k=bDQZUBWbhQTjgV3AyFkwjw&s=40,4987
大哥棒棒哒,281,baby,,4983
我觉得她假假的，黑幕的很,1225,阿绫,,4999
杨超越实力没太强,536,Luo落幕～,http://thirdqq.qlogo.cn/g?b=oidb&k=IMNDt2zrqicl8aoBVzoXNsQ&s=40,4999
凭我们投她,461,i,http://thirdqq.qlogo.cn/g?b=oidb&k=K5icxPrmkJ6ZfkMNInJ5MLA&s=40,5006
菜鸡杨超越,345,💓南城不南👣,,4999
肯定有内幕，这能第二个，我想知道都是谁跟她投的,796,黑色,,4982
美琪也是逆袭吧，之前人气一直被吴宣仪压得死死的,93,冰雪人,,4987
有点害怕村花,266,绿萝,http://thirdqq.qlogo.cn/g?b=oidb&k=tSj5R28Gl1DvezP1vA4SIw&s=40,4998
气死你们，村民们我们继续投,493,毛裤先生,,4983
孟美岐我媳妇,499,倒影着稚嫩的少年,http://thirdqq.qlogo.cn/g?b=oidb&k=lG7YSIoZPWtjvFiaBvsGofw&s=40,4996
其实她说得挺好的,279,冷水花瓯,,4996
相信你一定要加油哦期待你的进步,142,L,,5006
作死了,293,Dehart Ma,,4980
唉 本来对吴没啥感觉但是第二是她 我还是挺为吴不值的,193,撩不起的王太太👸🏻,,4983
杨超越根本不行,879,一緒に,http://thirdqq.qlogo.cn/g?b=oidb&k=tMYoBZ0qfdKa2WBXqEscyQ&s=40,4994
有这个态度很好 但是业务能力要加紧赶上来,232,屋檐,http://thirdqq.qlogo.cn/g?b=oidb&k=MELwAl8qL7SuKrwrdRZZBA&s=40,4998
杨超越有什么资格得到第二名  真的搞不懂,110,Fairy°,,4984
实至名归,87,攸秀.,http://thirdqq.qlogo.cn/g?b=oidb&k=aibWRHsmY9oczUVo0M0gosg&s=40,4980
翻不翻盘下次都送你上第一，你要稳住,279,一粒尘埃微风颤,,5007
超越别哭，我们陪你进步,180,Shero,,4983
你的态度就决定了有多大的进步，少说官话,11,stay gold,,4984
情商好低,52,shǎ猪,http://thirdqq.qlogo.cn/g?b=oidb&k=g2j9r8LjcmNJUxcVGvSgmg&s=40,4998
就喜欢超越 不怕 ,102,没有神的过往,,4999
看一下女团的反应杨超越第一真的是搞笑,161,久伴你心。°,,4988
村花要是第一，这个女团都不用出道了,333,___★木冉。,,4993
希望山支大哥，宣仪，yamy永远都前三名,117,清辞.,http://thirdqq.qlogo.cn/g?b=oidb&k=8TbX2CGs5R1dyKHKcgMRxg&s=40,4996
杨超越什么都不会，你们别把她捧成第一，放家里看吗,207,尽余生,http://thirdqq.qlogo.cn/g?b=oidb&k=qaCTeWdLI2BnIaQRdoneWg&s=40,5008
哈哈哈哈有意思 什么叫质疑？你本来就没实力行么？,94,♚酒笙︿┞┎,http://thirdqq.qlogo.cn/g?b=oidb&k=YbLeMYMJuttPzgY0MPR1Tw&s=40,4980
凭啥第二。实力在哪？,413,臧婧如,,4982
不用质疑了，就是个花瓶，你们开心就好,361,未来再来,,4989
pick杨超越，加油，这次的发言不错，希望行动也跟上,96,🤓园啊园🐒,,4981
超越说的好，加油，质疑算什么，努力做好自己,196,℡╮记忆摇晃着昨天的微笑,http://thirdqq.qlogo.cn/g?b=oidb&k=U44MEn6ibQDdEnVL1gLPnhQ&s=40,4981
不好意思，我们聚焦的是你旁边的那位大哥，没聚焦你,68, 蜡笔小鑫,,4988
大家都只喊美岐，杨超越真的没实力,221,陌  °陌╮,,4982
杨超越上次公演唱的真……,109,无名侠客,http://thirdqq.qlogo.cn/g?b=oidb&k=L2C8g7ibGuNnx0rUya6d1CQ&s=40,5007
讲的跟现在小鲜肉有什么实力一样,89,小怪兽,http://thirdqq.qlogo.cn/g?b=oidb&k=G5bIbibMWRdftjwUxhyAC9g&s=40,4981
我感觉是想再捧一个万年老二,42,你的名字,,4997
他们不是说手机被缴了。与外隔绝了吗？为什么还懂质疑,61,小♥七,http://thirdqq.qlogo.cn/g?b=oidb&k=aIIlMibkNrwrY6iaue22Ms8Q&s=40,4981
真是不能理解为什么有这么多人投杨超越？,12,花间记事,http://thirdqq.qlogo.cn/g?b=oidb&k=cibyHHZtdRIQEoJKjM65bcg&s=40,4996
能力C位没你，勤劳C位也没你，上一场就两句话都唱那样,175,2323,http://thirdqq.qlogo.cn/g?b=oidb&k=UpA62dUfFquBkwl47hEP7w&s=40,4995
大哥天下第一！！！,19,🍺,http://thirdwx.qlogo.cn/mmopen/vi_32/iauppym2HlfcfLyHevVLsmSt9Rs1Y0ZCUE5yMh6z40ysRlBeBRkibWlockjCZ3wXgiaygtM4GnbFj4M6YQFhBiamSA/132,4983
那就在相信你一次···,49,Valentine,http://thirdqq.qlogo.cn/g?b=oidb&k=6ejI1yjnDM3SyPwap5CcwA&s=40,5009
没实力都能第二，看来真的厉害,36,.原配,,4980
真的服了杨超越了神经病一个在这里哭哭就能出道,46,椎名林檎的绿猫,http://thirdqq.qlogo.cn/g?b=oidb&k=sKzuV7Z3NNpa7f2dU50pkg&s=40,4982
对吴宣仪特别有认同感，小小离家在外拼搏，只能靠自己,9,Miss   you,,4982
ycy真的出道 怕不是整个团队只能跳些最简单的舞蹈？,21,J。,,4985
就喜欢你们不喜欢村花还敢不掉她的样子！,60,荒年♚,http://thirdqq.qlogo.cn/g?b=oidb&k=8khHn58ReQw3l4zTY2kpUA&s=40,5005
但是在这一段中，孟美琪的眼神，说明一切问题，,123,從(_鈊ゞ開始,,4990
你们就投超越吧  出道唱歌你们听得下去算你们厉害,105,h,,4986
不服的.滾,23,danny wu,http://thirdqq.qlogo.cn/g?b=oidb&k=niaQqPFuWEaKY8vrxfsdfiag&s=40,4985
村花加油,45,danny wu,http://thirdqq.qlogo.cn/g?b=oidb&k=niaQqPFuWEaKY8vrxfsdfiag&s=40,4994
ycy要是出道了我真的就觉得社会不公平,53,胖心心,http://thirdwx.qlogo.cn/mmopen/vi_32/aaT43O08s9KlRG0aBHfiaicEzibGRdy207FYJcau6sz678glM4Aae08lX116L00dNYibHcu1RibLjRpgb73Ojr7UKuw/132,4990
顺风翻船杨超越,63,KE,,4997
杨超越，能不能多花点时间注重一下自身实力。,29,树读!,,4986
别人质疑你就对了，因为你啥都不会。,68,ぃHollow,,4981
没实力c位出道会不会太搞笑了那个说杨超越的😂,14,我离孤单几公里,http://thirdqq.qlogo.cn/g?b=oidb&k=KumibAIHTETv4JRLWicEwzQg&s=40,4986
宣仪一百多万粉丝怎么可能不如杨超越的三十万粉丝?,8,葵,http://thirdqq.qlogo.cn/g?b=oidb&k=mkOyfHL8SLibb5D3fcrxW1g&s=40,4989
村花来这里是要衬托别人都比她有实力吗😂,32,乖不如野.,,4991
大哥看宣仪和超越的眼神都不一样,20,Machine,,4990
质疑你不应该吗呵呵哒,19,🙃,,4980
质疑？别人怎么不质疑孟美岐？,2,。,http://thirdqq.qlogo.cn/g?b=oidb&k=6yokHTneWcnHZfyyZhpxTw&s=40,5009
下次拿第一，村民都会支持你,17,水天&金地,,4988
孟美岐的表情很复杂，如果最后和YCY这样的人呆一个组...,2,utopie☁,http://thirdqq.qlogo.cn/g?b=oidb&k=wWlrrKB5A5xzPnGsCvDy0A&s=40,4990
我就想杨超越怎么来的第二，她会什么？,14,9,,4994
超越虽然跳舞唱歌不行但是给人印象深刻棒,2,壹個人丶好纍,,4986
你们烦死了,2,〝浅汐♐,http://thirdqq.qlogo.cn/g?b=oidb&k=vDVPpJUZMTnyUdpQAs7Axw&s=40,5005
拿出你的实力，所有质疑瞬间消失,2,丨雨落心烦意乱丶,,5006
女团都会有一个长得好看实力不强的人,7,一坨小冰山,http://thirdqq.qlogo.cn/g?b=oidb&k=qtvwwVhnordoLwrI5CRPVQ&s=40,4992
所以说，你没有实力，就不要再想扯淡了。,14,┊朩罘鬧ゞ,http://thirdqq.qlogo.cn/g?b=oidb&k=ib62t9rOhLVfQcmsicNAqB7w&s=40,4997
就投杨超越怎么样！！！,9,呗尼、马嘞斯,http://thirdqq.qlogo.cn/g?b=oidb&k=lAEE6HlocyDQKIZfhkutJw&s=40,5005
说ycy的并不算黑粉。长点脑子好吗？,2,祈愿,http://thirdqq.qlogo.cn/g?b=oidb&k=LdH6b1WsP8yXxzy0aXZHlg&s=40,4988
支持你,1,终相守♀,http://thirdqq.qlogo.cn/g?b=oidb&k=usR8UUCM0Dke6UibOXju8uA&s=40,5006
搞不明白你们酸什么。团队笨啦就是要人气的，不然谁看,0,aaron,http://thirdwx.qlogo.cn/mmopen/vi_32/aOcajBpHUqtwErhv1VNu9ttIiaQkvDHxBP6CyVLIDkGAIfBBo7sh9AYMMHn2pOiadQNhw6dv5T5mXqmvnu42EWNA/132,4993
你努力了两句词都唱不好诶，这是没天赋了,9,浪胖浪胖胖,http://thirdqq.qlogo.cn/g?b=oidb&k=vFEDmRibGgJpsTAHlqotTRA&s=40,4995
杨超越 成为第一 ，那就有意思了 。这个节目拼才艺？,0,゛ yu,http://thirdqq.qlogo.cn/g?b=oidb&k=kmgzp0IReRYkM8XUE0nPiaQ&s=40,4991
请你们搞清楚女团不是靠颜值就行的,1,乖巧,http://thirdqq.qlogo.cn/g?b=oidb&k=8PEag3hVuYVZv9zy9xJ4sg&s=40,4991
杨超越也知道自己有质疑，你是搞笑好吗,3,白巧克力,http://thirdqq.qlogo.cn/g?b=oidb&k=q3JMh3J7pZfmMV1UwB32kA&s=40,5007
演戏王干脆做演员吧杨超越,1,孤寂…,http://thirdqq.qlogo.cn/g?b=oidb&k=uJIpuelbBgFL9SUM5B8GKw&s=40,5008
没实力也没问题我就喜欢她可爱有本事你长的跟她一可爱,0,太师大人,,4993
山支大哥看超越的眼神，感觉很不友好啊,1,。,,4994
最喜欢的两位在第一第二，随你们咋说，我很开心了,0,&,http://thirdqq.qlogo.cn/g?b=oidb&k=t4SBupAt8razrvHDxnhrjw&s=40,4993
如果杨超越能到最后成女团之一，那这女团也就那样了,0,痴情少年,,5008
我真的每次一看见杨超越看到怀疑比赛,0,阿明,,4992
既没有实力也没有努力，有什么可以好说的,2,HR刘志超,http://thirdwx.qlogo.cn/mmopen/vi_32/jBy8W5IyGw81sYzA7TThUEjF62icswA3bZYhX47fJmNhexiakFeCAp0P6xxPFQaXZunGicTSXpkRmia4H51uHGWYHA/132,4989
前面那些投杨超越的  你们是不是一个村的,0,LY,http://thirdwx.qlogo.cn/mmopen/vi_32/4b7UeTggwA2pskvECL1FEQrkc2otjsRyGuicm46IuMicuhWhIVwbYFmniasiaNtXlU91h0eicUTaZGMXXD5mNY7CeRg/132,4995
努力,1,痞猫,http://thirdqq.qlogo.cn/g?b=oidb&k=PX03tnWENbqGDdbqLEP05g&s=40,4994
不知道这个姓杨的蠢货怎么就第二,1,XT,http://thirdqq.qlogo.cn/g?b=oidb&k=xkDvDsUJ4SnCLADu73ia93Q&s=40,4995
c位出道,490,1,http://thirdqq.qlogo.cn/g?b=oidb&k=1Mxc2PkicBYvRsWCs76Vm3g&s=40,5021
是金子总会发光,1018,1,,5024
超越果然被恶意剪辑了😭,776,达林,http://thirdqq.qlogo.cn/g?b=oidb&k=8Z7tLU4qHLqxlj8eHRsKwQ&s=40,5012
天知道，我有多庆幸看了这个节目，认识了你。大哥加油,818,李冕,,5024
山支大哥  打call,1001,微凉如梦、轻如烟 °,http://thirdqq.qlogo.cn/g?b=oidb&k=4d3q2BnFA66ooWjg2nicvRA&s=40,5033
杨超越凭什么？,1147,淡季♀C W L ,http://thirdqq.qlogo.cn/g?b=oidb&k=exf4aKzCWUfsSRhVHibdGfw&s=40,5038
我哭了已经,234,清晨不做梦,,5033
我不懂为啥会有人选杨超远？？？脑子不好使把,714,黑泽奏,http://thirdwx.qlogo.cn/mmopen/vi_32/Q0j4TwGTfTKdhuGBHzAsktqlgPZNy1GmoNf4VFEbCqQvr9rjZSmib9DZxxNJ4eDdo4bmapkeSpthtbIpuH4KE5g/132,5012
你可拉到吧,582,AminusOne🐼🍼,http://thirdqq.qlogo.cn/g?b=oidb&k=kVX6WrOScSceLSBcl1oGibA&s=40,5011
美琪真好漂亮,712,噼里啪啦,,5033
美岐美岐美岐美岐美岐,1137,风景旧曾谙💎,,5020
什么啊 杨超越这种没实力的都能第二 大娟才第五！,308,我在温州活三年。,http://thirdqq.qlogo.cn/g?b=oidb&k=YqmOZFQKB7HeAW2ddQ100g&s=40,5012
大哥加油！！！,857,響,,5022
加油 超越,753,希宝的第九条命,http://thirdqq.qlogo.cn/g?b=oidb&k=qg3pR5abok4cImYIIuz3hA&s=40,5011
杨超越不配吧？,1127,- Mask Ava,,5023
不为什么你是我们村花,543,无问西东,,5035
杨超越需要恶意剪辑？本身存在就是最大的恶意,766,cocoper,http://thirdqq.qlogo.cn/g?b=oidb&k=M6EEOaibAKiaOVjxHOQAGziaw&s=40,5022
ycy出道吧，被骂死,614,养七的姑娘,http://thirdqq.qlogo.cn/g?b=oidb&k=AnsgJyeP879PibibyrnZkayQ&s=40,5014
杨超越我们爱你forever,926,秋念,,5014
爱大哥,657,TFBOYS🍀是XW的,,5030
甩出800万票,176,╲ゞ情战纯绾林汐儿,,5030
加油 大哥 看好你,81,x,http://thirdwx.qlogo.cn/mmopen/vi_32/Q0j4TwGTfTLdibWhYCM0QE89ekpnGcGYLz9F44dYib59QGOgxh0mSoxicVlhljF2jtVjhyUEibJbgCAanFTa93g8iag/132,5033
天天有些人闹腾，人家第几怎么？,186,站之在,,5010
吴宣仪跟杨超越比还是没什么悬念的,340,真的,http://thirdqq.qlogo.cn/g?b=oidb&k=UvKkqicSu4ODcWTpr3ibWJKA&s=40,5031
妈呀 我们美岐声音好温柔啊,964,Y_DaDa希,http://thirdqq.qlogo.cn/g?b=oidb&k=zDiaamSozTsxSDsy9xyLCVg&s=40,5038
所以上一次杨超越的直拍大家看了吗,434,东霓,http://thirdqq.qlogo.cn/g?b=oidb&k=Pa06LfJAKoHgKl8J4BK2Gw&s=40,5039
村花我们相信你,751,熊孩子,,5020
杨超越加油!!我们永远相信你支持你!,220,🙅水冰月,,5012
我爱你,141,荒,,5032
加油超越宝贝,398,Liberation,,5011
山支必须c位出道,978,salior mercury,http://thirdqq.qlogo.cn/g?b=oidb&k=h3TianVSaXNP6N1gu4hYeYA&s=40,5020
啊啊啊啊啊大哥,715,今天张臣扉脑子坏掉了吗,http://thirdqq.qlogo.cn/g?b=oidb&k=JXicF51OrAJmuROpsMJkHTw&s=40,5032
杨超越冲啊！！,700,zdbzxl,,5012
大哥台风真的很稳,1053,容止若思❀(≖ ◡ ≖✧),,5039
我大哥发光了,726,Death,,5030
杨超越努力过吗,943,Our  story,,5010
相信你下次会更棒,288,🌟,,5010
我只能说美岐实至名归，其他就没啥好说了,986,金苗苗,,5010
哪里有那么厉害的实力,85,君の名は。,,5010
山支,243,难能可贵,,5024
美岐，实至名归,972,gorgeous,http://thirdqq.qlogo.cn/g?b=oidb&k=ibiaibsg9UJRRMjZYAicvnxJ3w&s=40,5024
我大哥超美,689,窦佳秋,,5032
你的粉丝不期待,323,猫饼干,http://thirdqq.qlogo.cn/g?b=oidb&k=ghpxEOhbiclkkEaWzbSAyjA&s=40,5023
你们酸什么酸杨超越就是有观众缘啊,632,阿渡,http://thirdqq.qlogo.cn/g?b=oidb&k=O3RJRJmFdSichyl6MgInGSg&s=40,5036
不想自己的爱豆输就努力投票吧各位,78,云间与月明,,5039
加油超越，我们懂你,338,Lee_子衿、,http://thirdqq.qlogo.cn/g?b=oidb&k=mrSMyMicyWkiaMaUZicX7cx8w&s=40,5021
只有你值得这个C位！！！！！！！！,644,肖润轴,http://thirdwx.qlogo.cn/mmopen/vi_32/DYAIOgq83er9bDz39ckxYPAbTpd9CaDDpRbIrGAe3529EdfgZnXLVxhJo2ZgrLSQE7yRnceb2YCNtwt2WRwMBg/132,5032
继续加油，孟美岐,639,Chickai,,5034
美岐继续加油，真的很棒,305,A_Lee,http://thirdqq.qlogo.cn/g?b=oidb&k=e9ibqibfSQDzbDzXSRASlZ9A&s=40,5014
村花加油我们都相信你,584,Superhero,http://thirdqq.qlogo.cn/g?b=oidb&k=dskIqCnUQ25lqd7qqqBPuA&s=40,5013
期待，期待,26,茜茜 倾国倾城婚纱摄影13215949752,http://thirdwx.qlogo.cn/mmopen/vi_32/OgduB4W6j0EBicAocT7clhFmlfichGG5aDCr4wbT9CHJibEUbwTibWhIoznYFWk9FKNTPVpDqS6oFFXZvVvntLAB1w/132,5014
喜欢美崎喜欢宣仪，但如果选11个人的话多选一个村花...,21,朱莉,http://thirdqq.qlogo.cn/g?b=oidb&k=9rztxxYXS0GgAaDzHDXVtA&s=40,5014
这就是节目的游戏规则 杨超越第二没毛病,192,苏大研,,5011
实至名归孟美岐!,342,TomoHaru,http://thirdqq.qlogo.cn/g?b=oidb&k=MajsTphreicVFibny1QsQENA&s=40,5024
我大哥就是该第一的,557,。。。。。。,http://thirdqq.qlogo.cn/g?b=oidb&k=SsRiak5dC7lSq4xsKLabA3g&s=40,5037
怎么 她说的有问题？ 态度端正 诚恳杨超越加油,261,♚°Be reborn,,5013
。。。团员全是支持孟美岐的，可见杨超越技术之差。,253,·,,5013
我就是不服杨超越把我yamy挤下前三,172,Ray,http://thirdqq.qlogo.cn/g?b=oidb&k=NfQZTOjWumd2rkIDhgQRsw&s=40,5034
求求认可孟美岐实力的人为她投一票！,89,___FINEEN___,,5013
两个人的腿好粗啊,52,Oneself,http://thirdqq.qlogo.cn/g?b=oidb&k=HKXeANfkg2uI4NAygpBkcA&s=40,5022
论你们一群刁民怎么投，都超不过我大哥，加油吧，哈哈,135,唯一威依,,5036
就喜欢超越  咋地了？ 咋地了？ 超越加油！！！！,84,"♥ Blank ,",http://thirdqq.qlogo.cn/g?b=oidb&k=MTzruJtIP82S7hWDpvYWdw&s=40,5036
胡扯，唱的啥,49,朔易✟,http://thirdqq.qlogo.cn/g?b=oidb&k=K45wQL1n3LGptDDYibiat44g&s=40,5021
这节目本来就不止靠实力 运气人气很重要 她人气就是高,92,雨中,,5035
虽然你很逗比，但是你需要更加努力,17,在山頭架起機關槍掃射,http://thirdqq.qlogo.cn/g?b=oidb&k=0Xl9q4z75KsynFo2uwCZ1A&s=40,5033
洛阳的老乡，孟美岐支持你了,80,蓝reink,http://thirdqq.qlogo.cn/g?b=oidb&k=2oAYaNC650yh1pJia9WeNSg&s=40,5038
现场没人杨超越鼓励欢呼，送你们主子成团被排挤吗哈哈,16,马猴烧酒,http://thirdwx.qlogo.cn/mmopen/vi_32/QlHaicGZOD7diczOWGHVMyibnbE9ick2LgEuj5yjzR6ODV59FbImrSCPWBjxFuwaC2M2nSJhcHIm614tFc9mAntafQ/132,5013
加油杨超越,76,修行不易,http://thirdqq.qlogo.cn/g?b=oidb&k=TgyrtoTuJd1DKQKsYzyOyw&s=40,5034
杨超越第二名是粉丝投的，你们希望谁在这位置去投票啊,15,长效永久无敌强势灭蚊灵,,5022
因为真实所以支持,66,＂☠莫回首°,http://thirdqq.qlogo.cn/g?b=oidb&k=TAic8B163IGvcFvJBOHLwLg&s=40,5036
讨厌杨超越的大部分都是女生因为她们嫉妒,24,厌.,,5037
幸好大哥让实至名归这个词体现出来了,10,joke778,,5030
身为男生实名讨厌ycy,29,高坂茶叶蛋,,5021
大哥帅气！！！,35,帅C凯西,http://thirdqq.qlogo.cn/g?b=oidb&k=FWJ6C7MjQp7759BnTNLMzw&s=40,5023
YCY以后也要靠点赞来出道吗？贵圈的素质何时这么低了,8,小狐狸olivia,http://thirdqq.qlogo.cn/g?b=oidb&k=M9PXyERzL16D70icjyQm2uQ&s=40,5023
我就选村花，关你毛线啊，气死你,14,遗失的爱,http://thirdqq.qlogo.cn/g?b=oidb&k=Or4ice8fRIRfSGusYeHqpNw&s=40,5037
这个曲线排名看得热泪盈眶，针对是靠实力圈的粉啊,2,武装,http://thirdwx.qlogo.cn/mmopen/vi_32/Q0j4TwGTfTLR8subYR4FCWtSHYpOPOjA8SkBZf2GGCDL9MSnSvdNVTnClxvHFXjCiamTd0a7lSslcxnfe5Ut0Ag/132,5011
我觉得杨超越如果能出道，简直就是女团的耻辱,21,Lucky,,5039
我要投前面所有人除了杨超越,32,,,5031
谁等你逆风翻？对得起那些淘汰的女孩吗,6,未央🅥,,5030
加油！大哥,5,@JAde.,http://thirdqq.qlogo.cn/g?b=oidb&k=njbNZxFLZiaGVY0sErowbHw&s=40,5020
",,n",2,ぃ 薄情人ァ,http://thirdqq.qlogo.cn/g?b=oidb&k=YCQuricNHXsibJkyzggaUnDw&s=40,5032
村花第二挺好，要是第一C位现在的实力确实不合适,7,zhyzzz,http://thirdqq.qlogo.cn/g?b=oidb&k=4G2xrIwszP3z2sGucU3T4Q&s=40,5034
做梦一周俩句都唱不好还希望你下次能干啥,0,超级辰辰.,http://thirdqq.qlogo.cn/g?b=oidb&k=8tuHUjSfJ6QPHge3Vs28NQ&s=40,5023
赖床赖的哭，你是真的很努力哦,13,I love my studies,http://thirdqq.qlogo.cn/g?b=oidb&k=7y4oNZ4TsvJjPpCicsA2Sng&s=40,5039
孟美岐吴宣仪第一那是实至名归 杨超越赶紧淘汰,1,想一个人独自徘徊在无人的地方,http://thirdwx.qlogo.cn/mmopen/vi_32/PiajxSqBRaELZicOsNibNiczr52Z0aHCGekxEsnKmNDIicW34UfQIQFwLb3qsjyd1TshQxBsY3mGuJ5ezYu53eUdv5w/132,5038
场上要是谁呼喊一声杨超越 下一局绝对逆风翻盘,3,G,http://thirdqq.qlogo.cn/g?b=oidb&k=75I5XP6MIFxDuXnu20N1hg&s=40,5021
杨超越是长的好看，但是女团也是要实力的好吗？,2,/。,,5020
不知道她用什么东西拼到第二的，一点实力都没有,22,To branchiate,,5035
大哥我真的是越来越爱你,31,孤寂…,http://thirdqq.qlogo.cn/g?b=oidb&k=uJIpuelbBgFL9SUM5B8GKw&s=40,5036
村花没实力上第二名，出道了看的不是人气是实力,6,羽扇化一年华,http://thirdqq.qlogo.cn/g?b=oidb&k=ictZmKic91ghnNcIApbD2lug&s=40,5031
杨超越会啥？？？,24,宋悟空,http://thirdqq.qlogo.cn/g?b=oidb&k=j1oHwUu2XUmkD05REfJDTQ&s=40,5031
表演，全场走音，都能排的怎么高，漂亮不如去选美，,11,🎟我爱吃杨梅👉,,5035
孟美岐那是什么眼神，有什么了不起的，支持杨超越,1,Jeanie糖,http://thirdwx.qlogo.cn/mmopen/vi_32/DYAIOgq83eocsNBiczriaNshM1rfdEINqlWPlvIl1TuZewa3byJb0yiazdnZOyMHMFVLskTlzPre1x3xhsZp94Gzg/132,5035
其他的那么多人都接受过专业训练,1,*訫↘~るビ,,5038
YCY适合个人出道，可以当花瓶，女团就太连累其他成员,0,,,5034
都像我们超越那么纯不是每种牛奶都是苏仑特 不是每个...,0,Ptutu,http://thirdqq.qlogo.cn/g?b=oidb&k=33xLpUJkVDGPoNzkmUStrA&s=40,5022
 山支大哥,1,Sleepyhead,http://thirdqq.qlogo.cn/g?b=oidb&k=aibf554BIDrTTnAYWxtf5wg&s=40,5037
我要哭了,392,遇见,http://thirdqq.qlogo.cn/g?b=oidb&k=hicibchn8V4HagNDFUqE19BQ&s=40,5045
我们不会让你下来的,737,Kaeley🍃,http://thirdwx.qlogo.cn/mmopen/vi_32/QVuXbhVdHoPFtm8ngp8ttq6B17nkLTlYHnUeFwJ0G67rWvUTURaofNPRl3reLcrmn0FFRh0wKs2UOoY3hqKrQQ/132,5052
爱你，不会的,241,KStew,http://thirdqq.qlogo.cn/g?b=oidb&k=uWzNAeENDibYVbwibBqXUv4A&s=40,5048
对，不要下来了,1111,KStew,http://thirdqq.qlogo.cn/g?b=oidb&k=uWzNAeENDibYVbwibBqXUv4A&s=40,5056
山支大哥第一,1346,文艺范_yanxu,http://thirdqq.qlogo.cn/g?b=oidb&k=7JEEUH2fibOf9F6jabibr2OA&s=40,5055
山支大哥加油,605,☀,http://thirdqq.qlogo.cn/g?b=oidb&k=A7ibTpZnePnTbU26h1Xz8YQ&s=40,5069
对你充满希望,525,😉,,5051
加油美岐,1495,保护我方孟美岐,http://thirdqq.qlogo.cn/g?b=oidb&k=V6rtgSkoECRgtBNB5Ixmfg&s=40,5044
山支大哥最棒！,1568,F,,5048
杨超越 冲吧！！！！,1279,BOB,,5047
爱你美岐,1482,温凉,http://thirdqq.qlogo.cn/g?b=oidb&k=dRGcy2FO2dCeaEwJdSBk8w&s=40,5050
美岐第一实至名归,1568,無人之境,,5052
杨超越打了一手好人设,1256,Adriana,http://thirdwx.qlogo.cn/mmopen/vi_32/ffuhpBJWUsDI1pLLicFUSS5NdcQX1JSdsLbPJV2qx49wOKrPKRZqEknib9roYOtZss2Zxqy3FIhSHOmPCpTSiaZ5w/132,5041
山支大哥永远爱你,1257,落木,http://thirdqq.qlogo.cn/g?b=oidb&k=kAFeYcGws0CicwZQiclPzGog&s=40,5040
大哥我爱你,825,糊涂、神,,5055
会让你下来的,313,！,,5055
杨超越出道了就没天理可,943,我不知会遇见你,http://thirdwx.qlogo.cn/mmopen/vi_32/DYAIOgq83erp2NGMibicMJ25T3DVBlHUnkuBwoDcaHDeZp4lM8TjRrmbybGm5Ckrro7HwIib4csARHIX1KGOdPEvQ/132,5048
实至名归！第一,821,倔强的女孩,,5048
杨超越 我是看不懂了,1168,我在温州活三年。,,5045
说不喜欢杨超越这种类型的 怕是喜欢男的哦,205,时光是最久的陪伴,,5052
加油，坐稳了,485,冷冷的/风,,5052
美岐,963,美美橙,http://thirdqq.qlogo.cn/g?b=oidb&k=Gbicw8UdFMVpBoic8umib0H3Q&s=40,5042
呆在第一不许下来,1785,请pick孟美岐谢谢,http://thirdqq.qlogo.cn/g?b=oidb&k=5SXXrzhoiaESrVKYXStGXVA&s=40,5057
山支大哥！CCC,1396,Tankiya,,5047
甜桃，喜欢你,128,❀ ,http://thirdqq.qlogo.cn/g?b=oidb&k=19cgfFM9cEALoBWxPPhsAA&s=40,5057
不会的,323,海玉鱼,,5054
ycy，进步吧，不然弹幕都是你,190,噩梦,http://thirdqq.qlogo.cn/g?b=oidb&k=ic8fTulzQJwVcdkP3jvCrCw&s=40,5069
不训练能翻盘，呵呵,788,再几次晚安,,5043
我们不会让你下来的,1107,Retly💫,,5051
大哥，加油,738,撒啊啊撒,http://thirdqq.qlogo.cn/g?b=oidb&k=jYIw1tQLNzvJM1rrn9et3Q&s=40,5050
孟美岐  实至名归,1134,娟,,5066
山支大哥，绝对值得第一,1505,FIRMIANA🍃,http://thirdqq.qlogo.cn/g?b=oidb&k=Ps2gibP45ic6leu9eGGkgXwQ&s=40,5060
感动😭,504,梦美可期,,5043
美岐你最棒,354,嘻嘻是我,,5052
